level,list_-5.0,list_-4.0,list_-3.0,list_-2.0,list_-1.0,list_0.0,list_1.0,list_2.0,list_3.0,list_4.0,list_5.0
293,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
294,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
295,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
296,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
297,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
298,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
299,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
300,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
301,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
302,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
303,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
304,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
305,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
306,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
307,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
308,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
309,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
310,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
311,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
312,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
313,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
314,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
315,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
316,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
317,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
318,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
319,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
320,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
321,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
322,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
323,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
324,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
325,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
326,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
327,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
328,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
329,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
330,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
331,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
332,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
333,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
334,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
335,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
336,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
337,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
338,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
339,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
340,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
341,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
342,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
343,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
344,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
345,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
346,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
347,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
348,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
349,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
350,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
351,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
352,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
353,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
354,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
355,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
356,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
357,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
358,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
359,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
360,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
361,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
362,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
363,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
364,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
365,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
366,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
367,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
368,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
369,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
370,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
371,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
372,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
373,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
374,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
375,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
376,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
377,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
378,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
379,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
380,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
381,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
382,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
383,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
384,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
385,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
386,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
387,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
388,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
389,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
390,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
391,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
392,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
393,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
394,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
395,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
396,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
397,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
398,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
399,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
400,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
401,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
402,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
403,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
404,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
405,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
406,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
407,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
408,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
409,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
410,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
411,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
412,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
413,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
414,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
415,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
416,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
417,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
418,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
419,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
420,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
421,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
422,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
423,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
424,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
425,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
426,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
427,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
428,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
429,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
430,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
431,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
432,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
433,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
434,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
435,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
436,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
437,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
438,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
439,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
440,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
441,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
442,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
443,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
444,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
445,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
446,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
447,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
448,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
449,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
450,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
451,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
452,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
453,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
454,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
455,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
456,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
457,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
458,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
459,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
460,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
461,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
462,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
463,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
464,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
465,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
466,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
467,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
468,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
469,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
470,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
471,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
472,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
473,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
474,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
475,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
476,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
477,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
478,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
479,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
480,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
481,-3.41,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
482,-3.42,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
483,-3.43,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
484,-3.44,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
485,-3.45,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
486,-3.46,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
487,-3.47,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
488,-3.48,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
489,-3.49,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
490,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
491,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
492,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
493,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
494,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
495,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
496,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
497,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
498,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
499,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
500,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
501,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
502,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
503,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
504,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
505,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
506,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
507,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
508,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
509,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
510,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
511,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
512,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
513,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
514,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
515,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
516,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
517,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
518,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
519,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
520,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
521,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
522,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
523,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
524,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
525,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
526,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
527,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
528,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
529,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
530,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
531,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
532,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
533,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
534,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
535,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
536,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
537,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
538,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
539,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
540,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
541,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
542,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
543,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
544,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
545,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
546,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
547,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
548,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
549,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
550,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
551,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
552,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
553,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
554,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
555,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
556,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
557,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
558,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
559,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
560,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
561,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
562,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
563,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
564,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
565,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
566,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
567,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
568,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
569,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
570,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
571,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
572,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
573,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
574,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
575,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
576,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
